2015-12-13 18:27:35,585 [Launcher:/oflaDemo] INFO  org.red5.demos.oflaDemo.Application - oflaDemo appStart
2015-12-13 18:27:35,593 [Launcher:/installer] INFO  org.red5.server.scope.WebScope - Webscope already registered
2015-12-13 18:27:35,598 [Launcher:/live] INFO  org.red5.server.scope.WebScope - Webscope already registered
2015-12-13 18:27:35,594 [Launcher:/vod] INFO  org.red5.server.scope.WebScope - Webscope already registered
2015-12-13 18:27:35,602 [Launcher:/oflaDemo] INFO  org.red5.server.scope.WebScope - Webscope already registered
2015-12-13 18:27:35,582 [Launcher:] WARN  org.red5.server.scope.Scope - Scope not added to parent
2015-12-13 18:27:35,602 [Launcher:/chat] INFO  org.red5.server.scope.WebScope - Webscope already registered
2015-12-13 18:27:35,612 [Launcher:/installer] INFO  org.red5.server.service.Installer - Installer service created
2015-12-13 18:27:35,615 [Launcher:] INFO  org.red5.server.scope.WebScope - Webscope already registered
2015-12-13 18:27:47,345 [RTMPConnectionExecutor-1] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:session x-event:connect c-ip:127.0.0.1 c-client-id:0
2015-12-13 18:27:47,345 [RTMPConnectionExecutor-1] INFO  org.red5.demos.oflaDemo.Application - oflaDemo appConnect
2015-12-13 18:27:50,501 [RTMPConnectionExecutor-3] INFO  org.red5.server.scope.BasicScope - ClientBroadcastStream already exists: org.red5.server.stream.ClientBroadcastStream@69da8d18 new: org.red5.server.stream.ClientBroadcastStream@69da8d18
2015-12-13 18:27:50,501 [RTMPConnectionExecutor-3] INFO  o.r.s.stream.ClientBroadcastStream - Stream start: red5RecordDemo5683
2015-12-13 18:27:50,516 [RTMPConnectionExecutor-3] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:stream x-event:record-start c-ip:127.0.0.1 x-sname:3db950e3-893f-45a8-abb8-cd85bee41b81 x-file-name:red5RecordDemo5683.flv
2015-12-13 18:27:51,846 [pool-4-thread-1] INFO  org.red5.server.tomcat.WarDeployer - Deploy wars with app start
2015-12-13 18:28:11,195 [RTMPConnectionExecutor-2] INFO  o.red5.server.stream.StreamService - closeStream  stream id: 1 connection: AA1WANPMSRUJV
2015-12-13 18:28:11,200 [RTMPConnectionExecutor-2] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:stream x-event:record-stop c-ip:127.0.0.1 x-sname:3db950e3-893f-45a8-abb8-cd85bee41b81 x-file-name:red5RecordDemo5683.flv
2015-12-13 18:28:11,220 [RTMPConnectionExecutor-2] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:stream x-event:unpublish c-ip:127.0.0.1 cs-bytes:117192 sc-bytes:4017 x-sname:3db950e3-893f-45a8-abb8-cd85bee41b81 x-file-length:20 x-name:red5RecordDemo5683
2015-12-13 18:28:11,220 [RTMPConnectionExecutor-2] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:stream x-event:recordstop c-ip:127.0.0.1 cs-bytes:117192 sc-bytes:4017 x-sname:3db950e3-893f-45a8-abb8-cd85bee41b81 x-file-name:red5RecordDemo5683.flv x-file-length:20 x-file-size:117192
2015-12-13 18:28:33,026 [RTMPConnectionExecutor-3] INFO  o.r.s.adapter.ApplicationAdapter - W3C x-category:session x-event:connect c-ip:127.0.0.1 c-client-id:1
2015-12-13 18:28:33,093 [Red5_Scheduler_Worker-14] INFO  o.r.s.adapter.ApplicationAdapter - W3C x-category:stream x-event:play c-ip:127.0.0.1 x-sname:acd667b9-dcbd-4445-a682-54b32028259f
2015-12-13 18:28:33,187 [Red5_Scheduler_Worker-15] INFO  o.r.s.adapter.ApplicationAdapter - W3C x-category:stream x-event:play c-ip:127.0.0.1 x-sname:acd667b9-dcbd-4445-a682-54b32028259f x-name:red5.flv
2015-12-13 18:28:34,476 [Red5_Scheduler_Worker-23] INFO  o.r.s.adapter.ApplicationAdapter - W3C x-category:stream x-event:stop c-ip:127.0.0.1 cs-bytes:3538 sc-bytes:31658 x-sname:acd667b9-dcbd-4445-a682-54b32028259f x-file-length:1 x-file-size:27733 x-name:red5.flv
2015-12-13 18:28:35,229 [Red5_Scheduler_Worker-24] INFO  o.r.s.adapter.ApplicationAdapter - W3C x-category:stream x-event:stop c-ip:127.0.0.1 cs-bytes:3595 sc-bytes:31695 x-sname:acd667b9-dcbd-4445-a682-54b32028259f
2015-12-13 18:28:35,257 [NioProcessor-3] INFO  o.r.s.adapter.ApplicationAdapter - W3C x-category:session x-event:disconnect c-ip:127.0.0.1 c-client-id:1
2015-12-13 18:29:02,972 [RTMPConnectionExecutor-3] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:session x-event:connect c-ip:127.0.0.1 c-client-id:2
2015-12-13 18:29:02,973 [RTMPConnectionExecutor-3] INFO  org.red5.demos.oflaDemo.Application - oflaDemo appConnect
2015-12-13 18:29:04,197 [Red5_Scheduler_Worker-10] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:stream x-event:play c-ip:127.0.0.1 x-sname:c566cb88-4c6a-4592-8e80-900b7ad2c240
2015-12-13 18:29:04,261 [Red5_Scheduler_Worker-13] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:stream x-event:play c-ip:127.0.0.1 x-sname:c566cb88-4c6a-4592-8e80-900b7ad2c240 x-name:red5RecordDemo5683.flv
2015-12-13 18:29:04,386 [RTMPConnectionExecutor-3] INFO  o.red5.server.stream.StreamService - closeStream  stream id: 1 connection: FOJ1KWEG5WVBN
2015-12-13 18:29:04,400 [Red5_Scheduler_Worker-26] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:stream x-event:stop c-ip:127.0.0.1 cs-bytes:3597 sc-bytes:16764 x-sname:c566cb88-4c6a-4592-8e80-900b7ad2c240
2015-12-13 18:29:04,455 [Red5_Scheduler_Worker-27] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:stream x-event:play c-ip:127.0.0.1 x-sname:70949597-9753-4dcd-be7c-31687cabbcdd
2015-12-13 18:29:04,483 [Red5_Scheduler_Worker-29] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:stream x-event:play c-ip:127.0.0.1 x-sname:70949597-9753-4dcd-be7c-31687cabbcdd x-name:red5RecordDemo5683.flv
2015-12-13 18:29:19,621 [Red5_Scheduler_Worker-19] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:stream x-event:stop c-ip:127.0.0.1 cs-bytes:3595 sc-bytes:31695 x-sname:70949597-9753-4dcd-be7c-31687cabbcdd x-file-length:15 x-file-size:114182 x-name:red5RecordDemo5683.flv
2015-12-13 18:29:25,487 [Red5_Scheduler_Worker-20] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:stream x-event:stop c-ip:127.0.0.1 cs-bytes:3859 sc-bytes:130994 x-sname:70949597-9753-4dcd-be7c-31687cabbcdd
2015-12-13 18:29:25,518 [NioProcessor-4] INFO  org.red5.demos.oflaDemo.Application - W3C x-category:session x-event:disconnect c-ip:127.0.0.1 c-client-id:2
2015-12-13 18:29:25,519 [NioProcessor-4] INFO  org.red5.demos.oflaDemo.Application - oflaDemo appDisconnect
2015-12-13 18:29:26,540 [RTMPConnectionExecutor-4] INFO  o.r.s.adapter.ApplicationAdapter - W3C x-category:session x-event:connect c-ip:127.0.0.1 c-client-id:3
2015-12-13 18:29:26,585 [Red5_Scheduler_Worker-29] INFO  o.r.s.adapter.ApplicationAdapter - W3C x-category:stream x-event:play c-ip:127.0.0.1 x-sname:42e86b87-7b07-4e02-88b8-6e36797e5dbd
2015-12-13 18:29:26,593 [Red5_Scheduler_Worker-30] INFO  o.r.s.adapter.ApplicationAdapter - W3C x-category:stream x-event:play c-ip:127.0.0.1 x-sname:42e86b87-7b07-4e02-88b8-6e36797e5dbd x-name:red5.flv
